"__mclCluster","EnrichmentMap::Colouring (Data Set 1)","EnrichmentMap::ES (Data Set 1)","EnrichmentMap::fdr_qvalue (Data Set 1)","EnrichmentMap::fwer_qvalue (Data Set 1)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (Data Set 1)","EnrichmentMap::pvalue (Data Set 1)","name","selected","shared name"
"9","0.999999987010285",,"1.02847978390065E-6",,"IFI35|IL6|POLR3F|POLR3C|SLAMF6|LBP|H2-M3|HPX|TNFRSF11A|ZBP1|LTA|IKBKE|TBK1|XCL1|TLR2|GIMAP3|POLR3B|NLRC5|CARD9|GPSM3|POLR3G|RASGRP1|MAVS|TRIM62|AIM2|NLRC4|TLR8|SIN3A|UCN|RNF31|TSLP|LGALS9|AOC3|NLRP10|HSPD1|IL1RL1|FFAR2|ADORA2B|CYBA|TRIM6|IFI205|TOMM70A|IL21|SUCNR1|PTGER4|SNX4|STING1|LRSAM1|PYCARD|MNDAL|LAG3|KLRC1|STAT5A|RBM14|TRIM30A|ZCCHC3|GBP5|SPI1|ZP3|IRF3|CX3CL1|MDK|IDO1|AP1G1|KARS|NPPA|ABCC1|PLSCR1|MEF2C|IL1B|KLRC3|CD226|VAV1|IRGM1|NFKBIZ|OPTN|IGTP|PLCG2|TRPV4|LDLR|CLNK|NPY5R|CCL5|CNR1|FFAR3|HMGB1|TLR9|CD81|SREBF1|SNCA|CCR7|UNC13B|NOD1|CCK|KLRE1|VAMP8|KLRC2|TLR4|ITGA2|TXK|CD47|IFI204|IFI207|PARK7|FCER1G|RIPK2|PSPC1|NONO|ZNFX1|IFI203|PARP9|IFI209|IFI208|CLOCK|IFI214|IFI213|CTSS|TNFSF18|CCN4|MED1|EREG|DDT|NFKBIA|TASL|HSP90AA1|XRCC6|FEM1A|MMP12|TNF|SH2D1A|CRH|SH2D1B2|IL33|PGC|CD24A|KLK7|KLK5|GJA1|ARG1|CXCL1|CCR2|KLRD1|EGFR|PVR|TREM3|RAET1E|TLR6|PDE2A|MATR3|ULBP1|NUPR1|HAVCR2|CCKBR|NOD2|TRIM12C|PDE5A|TRIM30D|HMGB2|ACE|LAMP1|TRIM5|CD28|TNFSF4|CDK19|PLA2G4A|SLC15A4|CEBPB|EDNRA|AKIRIN2|S100A8|STAT5B|TLR3|S100A9|TYROBP|CGAS|TRIM12A|CCL3|SFPQ|LILRA5|NINJ1|OSM|CCL24|FCER1A|MMP8|IL18RAP|IL12B|CADM1|CCR5|IFNG|CLEC7A|BTK|HYAL2|AGER|PTGS2|TAC1|FADD|NECTIN2|WNT5A|FGFR1|LSM14A|HEXIM1|MAPK3|IL12A|TNIP1|PIK3CG|CCL1|XRCC5|TNFRSF1A|RPS19|ETS1|RIPK1|SYK|FCGR1|POLR3D|F2RL1|IL16|PRKDC|TNFSF11|PLA2G3|CRTAM|GPRC5B|GRN|LPL|IL17RB|SERPINE1|KLRK1|CEBPA|APP|CD160|TTBK1|POMC|COCH|GIMAP5|NAPEPLD|STAP1|CTSC|TREM2|TAFA3|NMI|IFI206|FABP4|GPR4|SETD4|C2CD4A|CLEC4N|ALOX5AP|RIOK3|LRRK2|C2CD4B|IL17RA|IRF7|PQBP1|CD74|UBE2K|DPP4|TRADD|JAK2|IFI202B|IFI211|PDCD4|FCNB|C3|FCNA|ADAM8|PENK","positive regulation of defense response","265","ENR","GO:0031349","1.0","1.29897149526828E-8","GO:0031349","false","GO:0031349"
"3","0.9999999700432979",,"2.12219584377733E-6",,"CD40|BATF2|IL6|GBP7|VTCN1|SPN|BCL3|IIGP1|TLR12|IRGM2|TRBV13-3|GM43302|GBP11|GBP6|GBP10|IRF8|ARG1|IL4RA|IL12A|IL10|CCDC88B|PF4|IL4|TSPAN32|IRF4|IL12B|GBP3|SLC11A1|GBP2|GBP9|IFNG|GBP4|CD37|BATF|HRAS|GBP8","response to protozoan","36","ENR","GO:0001562","1.0","2.99567021038405E-8","GO:0001562","false","GO:0001562"
"1","0.9999999916331803",,"6.930301131691E-7",,"SH2D1A|SLAMF6|SH2D1B2|H2-M3|KLRC3|CD226|VAV1|PIK3R6|SERPINB9B|SERPINB9C|NECTIN2|TAP2|GIMAP3|CLEC2D|CLEC12B|KLRD1|TAP1|RASGRP1|SERPINB9F|PVR|IL12A|SERPINB9|RAET1E|SERPINB9D|SERPINB9G|ULBP1|SERPINB9E|LGALS9|HAVCR2|SERPINB9H|KLRB1B|GFER|LAMP1|CRTAM|IL21|KLRE1|KLRK1|CD160|KLRC2|STAT5B|GIMAP5|CRK|LAG3|KLRC1|STAT5A|LEP|IGF2|CEACAM1|IL18RAP|IL12B|CADM1|AP1G1|ARRB2","regulation of natural killer cell mediated cytotoxicity","53","ENR","GO:0042269","1.0","8.3668197169375E-9","GO:0042269","false","GO:0042269"
"1","1.0",,"4.44907225214893E-16",,"IFI35|BLK|DNAJB9|DYSF|MRGPRX2|MRGPRA9|MRGPRA2A|SLAMF6|CFH|ICAM1|LBP|H2-M3|HPX|ABR|IRF1|CD70|ENPP3|IRF8|VSIR|IL9R|GIMAP3|RARA|TRP53|CHGA|CD180|SFTPD|LCP1|RC3H1|FOXF1|CD86|FBXO38|IL9|MZB1|DBH|B2M|MS4A2|LGALS9|PI4K2A|ENTPD7|RABGEF1|IL23A|6030468B19RIK|IL17A|HSPD1|IL18|TCIRG1|TGFB2|INPP5D|CD55|TRIM6|MR1|RC3H2|APBB1IP|IL21|EXO1|PSEN1|SUCNR1|PTGER4|TGFB1|BCL10|BST2|PCK1|CDH17|SNX4|TNFRSF1B|FER|CXCL5|ERCC1|UNG|LAG3|CLEC4E|STAT3|KLRC1|STAT5A|D6WSU163E|SIGLECG|PHB2|PTPN6|CD19|LAT|ITGAL|DDX1|SCNN1B|CCR6|SWAP70|DOCK11|ZP3|SASH3|CD40LG|OTUD5|ITM2A|IL13RA2|MSH6|IRF4|CD37|AP1G1|BATF|NPPA|POU2AF1|KIT|RAB27A|SPN|ATG5|BCL3|MALT1|NLRP3|PRAM1|RAG2|KLRC3|CD226|VAV1|NFKBIZ|TMEM98|IL5|H2-EA|HFE|MIR301|NFKBID|SOCS5|H2-DMB2|CD84|CLNK|HLX|FGL2|CTSG|MILR1|LAT2|SHB|HMGB1|TNFRSF14|SELENOK|IFNK|FZD5|ST3GAL1|VSIG4|NKX2-3|IL20RB|IL27|TLR9|IFNE|LYPD10|GAPT|TICAM1|DUSP22|IFNB1|ZFP683|KLRE1|VAMP8|CD177|GATA2|KLRC2|PTGDS|CD8A|GATA3|CD47|HSPA8|CEBPG|TCIM|CR1L|FCER1G|CD46|LYPD11|IL10|ZPBP2|ADA|IGF2|CD300LB|IFNA13|MIR326|TNFSF18|LGALS1|CD59B|C1QBP|IFNA4|GM13288|H2-AB1|SH2D1B2|IFNA12|DDX60|IL4I1|CLEC4G|IGLL1|TRBC1|TREML4|TRBC2|IGHG2C|IGHG3|IGHV5-2|IGHV2-6-8|PGC|IGHV7-3|KLK7|IGHV7-2|KLK5|IGHV4-1|IGHV16-1|IGHV7-1|ARG1|IGHV14-4|IGHV7-4|IGHV13-2|SIRT1|IGHV3-6|IGHV3-8|IGHV12-3|IGHV6-3|IGHV6-6|IGHV15-2|IGHV1-18|EIF2AK4|IGHV1-47|IGHV1-49|IGHV8-12|IGHV8-13|TRDV4|IGLC2|IFNA16|ULBP1|IGHV6-7|HAVCR2|IGHV3-1|IGHV1-53|IGHV1-76|IGHV1-34|IGHV3-3|IGHV1-36|IGHV1-80|IGHV1-61|IGHV1-64|DNASE1|IGHV9-2|IGHV1-74|IGHV5-15|IGHV2-3|IGHV6-4|C2|IGHV5-16|DNASE1L3|IGHV1-50|IGHV1-24|GM13290|IGHV9-4|IGHV1-69|ACE|IGHV8-6|IGHV14-1|IGHV11-1|IGHV1-26|IGHV1-22|GM13271|GM13287|IGHV1-42|IGHV1-81|IGHV1-9|IGHV1-54|IGHV1-56|TAC4|IGHV5-6|PTAFR|IGHA|GM13285|STAT5B|IGHV8-9|IGHV1-82|TYROBP|IGHV1-39|IL4RA|IGHV8-11|IGHV1-59|SPHK2|IGHV1-7|IGHV1-52|IGHV5-9-1|IFNA9|CCL3|SBNO2|IGHV5-9|FER1L5|IGHV1-12|IGHV5-12|TGFB3|IGHV1-4|IFNA1|IGHV1-66|IGHV1-16|IGHV2-9-1|TREX1|IGHV5-17|IGHV14-2|IGHV1-55|IGHV5-4|IGHV14-3|LEP|IGHV10-3|IGHV1-20|IGHV1-43|IGHV1-67|PTK2B|IGHV1-58|PRDX2|IFNA14|IGHV1-37|FCER1A|IGHV10-1|IFNA15|IGHV1-75|TEK|IGHV1-72|TNFAIP3|FES|IGHV1-62-2|ARRB2|IGHV11-2|IL17F|IGHV1-85|IGHV1-78|IGHV8-4|RGCC|IGHV6-5|IGHV1-19|IGHV1-77|IGHV9-3|IGHV2-2|IGHV2-5|TSC1|IGHV1-5|IGHV1-71|GM13289|SLAMF1|GM13272|AGER|IGHV2-9|NCF1|IGHV1-31|IL7R|IGHV2-6|IGHV1-63|IGHV1-62-3|IGHV9-1|IGHV2-7|FADD|IFNZ|NECTIN2|GM13279|WDR1|WNT5A|GM13275|GM13276|IFNAB|GM13277|GM13283|IFNA11|GM13278|IGHV8-2|IGHV8-5|IGHV1-11|IGHV5-12-4|KIF5B|IGHV1-15|IGHV1-23|IRAK3|ANGPT1|ZFP35|IGHV3-4|IGHD|IGHV8-8|TRDC|IGLC1|IGLC4|MYB|APPL2|C8G|MYO1G|C4BP|ARL8B|APCS|EMP2|C8B|IL13|BCL6|C8A|AI182371|C1QC|SYK|C1QB|C1S1|FCGR1|C1RL|IL18R1|SUSD4|F2RL1|PRKCD|PRKDC|C1RA|KDM5D|CFI|RSAD2|YWHAZ|APOA2|C4B|GPRC5B|RTN4|DHX58|C7|MPTX2|APP|KMT2E|C1S2|DDX21|PLCL2|NTN1|C1RB|POMC|GIMAP5|VPREB3|JAG1|CFP|TREM2|CFHR2|CYBC1|SPINK5|TRIM55|CD96|CFD|CFHR4|CFB|GM20547|APPL1|CLU|IRF7|CD74|TRPM4|DPP4|FAS|MSH2|FCNB|PTGDR|C3|FCNA|ANKRD17|NCKAP1L|PLEC|IL6|CRHR1|ANXA1|LTA|XCL1|ABL1|CARD9|TRAF2|CUEDC2|RBP4|RASGRP1|SPON2|MAVS|CRP|DDX58|PTPN22|IL6RA|TRIL|LACC1|STXBP2|MAP3K7|HPRT|LAPTM5|EPHB2|PRDX1|FFAR2|ADORA2B|PRKCZ|GFUS|VAMP2|P2RX7|DENND1B|NPPC|CPLX2|CD27|RNF8|F2|GPI1|SNAP23|PYCARD|STXBP3|SEMA4A|CYRIB|STXBP1|LGALS8|PKN1|STX4A|SPI1|CD36|FGR|AICDA|MDK|KARS|PGLYRP1|PGLYRP3|PGLYRP4|PGLYRP2|IL1B|CTSH|MYD88|EPHB6|MIF|DHX36|MASP1|SERPING1|MBL2|PLCG2|PTX3|MASP2|CD300A|COLEC11|MBL1|CORO1A|MFAP4|NOTCH2|KRT1|LEF1|FFAR3|NBN|ELANE|APOA1|XBP1|CD81|PPP3CB|GFER|CCR7|RPS6|SEMA7A|NLRP6|HK1|RAC2|TLR4|DUSP10|RAPGEF1|JAGN1|MTOR|GBF1|RIPK2|PLA2G5|INAVA|TMBIM6|LYN|ZC3H12A|MFNG|LFNG|TNF|FCER2A|SH2D1A|GZMB|GZMF|PRKCE|GZMN|CD5L|LYST|STX7|IL33|PIK3R6|SERPINB9B|SERPINB9C|C9|GZME|CD24A|TAP2|PLEKHM2|CXCL1|A2M|CLEC2D|CLEC12B|CCR2|KLRD1|TAP1|SERPINB9F|GZMG|PVR|TREM3|TREM1|SERPINB9|SMAD7|GPR183|RAET1E|GZMM|SERPINB9D|SERPINB9G|GZMD|H2-K1|APLF|LIG4|SERPINB9E|H2-T23|IL4|TBX21|SERPINB9H|SUPT6|H2-D1|STAT6|PAXIP1|SLC22A13|IL27RA|TRAF6|NOD2|ATAD5|SCIMP|CD40|H60B|TNFSFM13|RAET1D|GATA1|GZMC|KLRB1B|TFRC|PARP3|H60C|THOC1|NDFIP1|IRAK4|LAMP1|CD28|PTPRC|TNFSF4|IL2|CRACR2A|EXOSC3|ZBTB7B|MAD2L2|SLC15A4|RORC|GM49339|HMCES|HMOX1|PAGR1A|NR4A3|TLR3|MPO|WAS|CGAS|CRK|RAP1A|RIF1|PLD2|CCL19|FOXP3|RIPK3|CLCF1|SHLD2|ITGB2L|CEACAM1|TRP53BP1|SHLD1|KMT5B|IL18RAP|IL12B|FOXP1|CADM1|IFNG|CLEC7A|NSD2|BTK|KMT5C|MIR181B-1|MIR181B-2|DLL1|TNFSF13|GM42742|EXOSC6|LILR4B|UNC13D|LILRB4A|SHLD3|EOMES|C6|MLH1|PDPK1|HC|IL12A|ANXA3|ZBTB1|IL1R1|ATP7A|RPS19|RNF168|FOXJ1|TRAF3IP2|RORA|CBL|CD59A|RFTN1|DOCK2|PLA2G3|CRTAM|GRN|PRF1|RELB|CD244A|CLEC4D|KLRK1|CD160|PIRB|ARID5A|STAP1|CCL2|CTSC|C1QA|NMI|MYO18A|LOXL3|AIRE|ICOSL|ITFG2|RNF19B|NEPN|FUT7|MRGPRB2|MRGPRB8|PHB|MRGPRA6|CX3CR1|LY9|SLC11A1|MRGPRA4|MRGPRB3|MRGPRB1|BCR|MRGPRB4|TUSC2|MRGPRB5","immune effector process","727","ENR","GO:0002252","1.0","2.47905214644257E-19","GO:0002252","false","GO:0002252"
"1","0.9999993964670144",,"3.1244438406201E-5",,"RAB27A|SH2D1A|SLAMF6|SH2D1B2|GZMB|GZMF|UNC13D|GZMN|H2-M3|LYST|KLRC3|CD226|VAV1|PIK3R6|SERPINB9B|SERPINB9C|GZME|NECTIN2|TAP2|GIMAP3|PLEKHM2|CLEC2D|CLEC12B|KLRD1|TAP1|RASGRP1|SERPINB9F|KIF5B|GZMG|PVR|CORO1A|IL12A|SERPINB9|RAET1E|SERPINB9D|SERPINB9G|GZMD|ULBP1|SERPINB9E|LGALS9|HAVCR2|ARL8B|SERPINB9H|PRDX1|IL18|H60B|RAET1D|GZMC|KLRB1B|H60C|GFER|LAMP1|CRTAM|IL21|KLRE1|KLRK1|CD160|KLRC2|STAT5B|GIMAP5|CRK|CEBPG|LAG3|KLRC1|STAT5A|PTPN6|RNF19B|LEP|IGF2|CEACAM1|IL18RAP|IL12B|CADM1|AP1G1|ARRB2","natural killer cell mediated cytotoxicity","75","ENR","GO:0042267","1.0","6.03532985558117E-7","GO:0042267","false","GO:0042267"
"10","0.9999999999982944",,"4.17427540127267E-10",,"IFITM2|IFNL3|TNF|ZC3HAV1|OASL1|LY6E|N4BP1|LTF|OAS3|IFITM7|OAS2|TRIM10|TRIM14|MID2|TRIM25|MAVS|TRIM62|RNASEL|PROX1|SP100|ZFP36|TRIM32|PARP10|SLPI|TRIM11|TRIM15|TRIM12C|TRIM30D|TRIM6|TASOR|OAS1A|OAS1F|SRPK1|TRIM5|ISG20|BST2|MX2|HMGA2|OAS1G|OAS1E|TRIM26|TRIM12A|TRIM8|TRIM30A|SRPK2|PPIA|MRE11A|RESF1|MORC2A|AICDA|INPP5K|MPHOSPH8|TRIM28|UBP1|OASL2|APOBEC3|PLSCR1|FBLN1|OAS1D|HEXIM1|SNX3|MBL2|STAT1|PTX3|TRIM59|CCL5|TRIM13|LARP7|NBN|APCS|ILF3|SHFL|OAS1C|OAS1H|FAM111A|IFNB1|GSN|BANF1|RSAD2|TRIM27|IFITM1|IFITM3|GM45717|IFI204|IFI206|CH25H|IFI207|CIITA|EIF2AK2|ISG15|TRIM65|ZNFX1|CD74|MORC2B|ZFP809|FCNB|IFIH1|TRIM21|TRIM31|IFITM6","negative regulation of viral process","100","ENR","GO:0048525","1.0","1.70568459933133E-12","GO:0048525","false","GO:0048525"
"1","0.999999999992316",,"1.59116793548155E-9",,"TNFRSF13B|RNF125|BACH2|SLAMF6|CD48|ICAM1|H2-M3|HPX|CD274|PDCD1LG2|SKAP1|IRF1|CD70|VSIR|IL9R|ITK|GIMAP3|RC3H1|PRDM1|SAMSN1|CD86|FBXO38|TNFRSF21|IL9|H2-OA|B2M|ENTPD7|NFKB2|IL23A|6030468B19RIK|IL17A|HSPD1|IL18|IL1RL1|TCIRG1|ZAP70|INPP5D|CD55|MR1|RC3H2|PAG1|EXO1|TGFB1|BCL10|SIT1|TNFRSF1B|TEC|ERCC1|UNG|LAG3|CLEC4A2|STAT3|SIGLECG|PTPN6|CD19|LAT|CCR6|SWAP70|ZP3|SASH3|CD40LG|OTUD5|IL13RA2|MSH6|IRF4|TNFSF13B|BATF|CD3E|CD3D|VTCN1|RAB27A|SPN|BCL3|MALT1|NLRP3|CD226|PRR7|NFKBIZ|TMEM98|H2-EA|HFE|H2-AA|MIR301|NFKBID|ARG2|SOCS5|H2-DMB2|H2-DMA|HLX|CD79B|LAT2|H2-OB|HMGB1|TNFRSF14|IFNK|FZD5|ORAI1|IL20RB|IL27|IFNE|DUSP22|IFNB1|THEMIS|ZFP683|TARM1|CD8A|TXK|GATA3|HSPA8|CR1L|FCER1G|CD46|ADA|IFNA13|MIR326|TNFSF18|H2-EB2|TNFRSF13C|C1QBP|IFNA4|GM13288|DCLRE1C|H2-AB1|SH2D1B2|IFNA12|IL4I1|CLEC4G|IGLL1|TRBC1|TREML4|TRBC2|IGHG2C|IGHG3|IGHV5-2|IGHV2-6-8|IGHV7-3|IGHV7-2|IGHV4-1|IGHV16-1|IGHV7-1|ARG1|IGHV14-4|IGHV7-4|IGHV13-2|SIRT1|IGHV3-6|IGHV3-8|IGHV12-3|IGHV6-3|IGHV6-6|IGHV15-2|IGHV1-18|EIF2AK4|IGHV1-47|IGHV1-49|IGHV8-12|IGHV8-13|TRDV4|IGLC2|IFNA16|IGHV6-7|HAVCR2|IGHV3-1|IGHV1-53|IGHV1-76|IGHV1-34|IGHV3-3|IGHV1-36|IGHV1-80|IGHV1-61|IGHV1-64|IGHV9-2|IGHV1-74|IGHV5-15|IGHV2-3|IGHV6-4|C2|IGHV5-16|IGHV1-50|IGHV1-24|GM13290|IGHV9-4|IGHV1-69|IGHV8-6|IGHV14-1|IGHV11-1|IGHV1-26|IGHV1-22|GM13271|GM13287|IGHV1-42|IGHV1-81|PLA2G4A|IGHV1-9|IGHV1-54|IGHV1-56|IGHV5-6|IGHA|GM13285|IGHV8-9|IGHV1-82|IGHV1-39|IL4RA|IGHV8-11|IGHV1-59|IGHV1-7|IGHV1-52|IGHV5-9-1|IFNA9|IGHV5-9|IGHV1-12|IGHV5-12|IGHV1-4|IFNA1|IGHV1-66|IGHV1-16|IGHV2-9-1|TREX1|IGHV5-17|IGHV14-2|IGHV1-55|IGHV5-4|IGHV14-3|IGHV10-3|IGHV1-20|IGHV1-43|IGHV1-67|PTK2B|IGHV1-58|IFNA14|IGHV1-37|FCER1A|IGHV10-1|IFNA15|IGHV1-75|IGHV1-72|TNFAIP3|IGHV1-62-2|IGHV11-2|IL17F|IGHV1-85|IGHV1-78|IGHV8-4|IGHV6-5|IGHV1-19|IGHV1-77|IGHV9-3|IGHV2-2|IGHV2-5|TSC1|IGHV1-5|IGHV1-71|GM13289|SLAMF1|GM13272|AGER|IGHV2-9|IGHV1-31|IL7R|IGHV2-6|IGHV1-63|IGHV1-62-3|IGHV9-1|IGHV2-7|FADD|IFNZ|NECTIN2|GM13279|GM13275|ALOX15|GM13276|IFNAB|GM13277|GM13283|IFNA11|GM13278|ADAM17|IGHV8-2|IGHV8-5|IGHV1-11|IGHV5-12-4|IGHV1-15|IGHV1-23|IGHV3-4|IGHD|IGHV8-8|TRDC|IGLC1|IGLC4|TNFRSF17|MCOLN1|ADGRE1|CD247|C8G|TFE3|MYO1G|PDCD1|C4BP|FCAMR|APCS|EMP2|C8B|BCL6|BMX|C8A|AI182371|C1QC|SYK|C1QB|C1S1|FCGR1|C1RL|IL18R1|SUSD4|LAMP3|MFSD6|KLHL6|CD8B1|PRKCD|C1RA|KDM5D|CFI|H2-EB1|JCHAIN|RSAD2|IL18BP|C4B|IGKV2-112|MCOLN2|IGKV5-48|DBNL|IGHM|TRGV1|IGLV2|C7|MPTX2|C1S2|H2-DMB1|IGKV9-129|IGKV12-41|NTN1|C1RB|GIMAP5|CD4|JAG1|TREM2|CLEC4N|VEGFA|TFEB|IRF7|CD74|TRPM4|DPP4|FAS|JAK2|MSH2|RAG1|C3|HRAS|NCKAP1L|IL6|ALCAM|ANXA1|TNFRSF11A|LTA|XCL1|PRKCQ|CARD9|TRAF2|CRP|IL6RA|FGA|MAP3K7|IL23R|HPRT|NLRP10|EPHB2|PRKCZ|GFUS|P2RX7|DENND1B|RNF8|PYCARD|SEMA4A|CYRIB|PKN1|NOTCH1|AICDA|MEF2C|CSK|IL1B|CTSH|MYD88|EPHB6|MIF|PRKCB|FGB|FGG|SERPING1|MBL2|MASP2|MBL1|TRAT1|LEF1|NBN|CD81|PPP3CB|CCR7|TRIM27|DUSP10|CD7|MTOR|RIPK2|PRKD2|LYN|CTSS|ZC3H12A|TNF|FCER2A|SH2D1A|GZMB|STX7|IL33|SERPINB9B|C9|CD24A|TAP2|CCR2|KLRD1|TAP1|PVR|TREM1|SERPINB9|SMAD7|GPR183|RAET1E|GZMM|LAX1|H2-K1|APLF|LIG4|H2-T23|IL4|TBX21|SUPT6|H2-D1|STAT6|PAXIP1|SLC22A13|IL27RA|TRAF6|NOD2|ATAD5|CD40|TNFSFM13|TFRC|PARP3|THOC1|NDFIP1|SLA2|CD28|PTPRC|TNFSF4|IL2|CRACR2A|EXOSC3|ZBTB7B|MAD2L2|SLC15A4|RORC|GM49339|HMCES|PAGR1A|WAS|ADCY7|FYN|RIF1|CCL19|FOXP3|RIPK3|CLCF1|SHLD2|CEACAM1|JAM3|TRP53BP1|SHLD1|KMT5B|IL12B|IFNG|CLEC7A|NSD2|BTK|KMT5C|MIR181B-1|MIR181B-2|TNFSF13|GM42742|EXOSC6|LILR4B|UNC13D|LILRB4A|SHLD3|EOMES|ERAP1|C6|MLH1|HC|NEDD4|IL12A|ZBTB1|IL1R1|RNF168|FOXJ1|TRAF3IP2|RORA|RFTN1|CRTAM|PRF1|RELB|CD244A|OTUB1|CLEC4D|KLRK1|CD160|PIRB|LIME1|MARCHF8|ARID5A|PIK3CD|CTSC|C3AR1|C1QA|LOXL3|AIRE|ICOSL|IL12RB1|OTUD7B|CD3G|RNF19B|IL17RA|FUT7|CD79A|PHB|CX3CR1|LY9|SLC11A1","adaptive immune response","546","ENR","GO:0002250","1.0","7.68394619660484E-12","GO:0002250","false","GO:0002250"
"8","0.9999999542585145",,"3.03195338491923E-6",,"IL6|CACTIN|TNFRSF8|LBP|IL33|HDAC2|LTF|VSIR|OAS3|OAS2|CD24A|RARA|ISL1|CD300LD|CARD9|DHX9|IGF1|CCR2|GHSR|SIRT1|RASGRP1|SPON2|MAVS|DDX58|TLR6|C1QTNF4|ZFP36|PTPN22|CHRNA7|DICER1|NFKBIL1|ARHGEF2|LGALS9|HAVCR2|IL4|IL23A|IL27RA|IL17A|EPHB2|NOD2|HSPD1|IL18|NR1H4|ERRFI1|CD14|CYBA|CIDEA|CYBB|OAS1A|OAS1F|PTPRC|ILRUN|PSEN1|GSTP1|CD2|AXL|PTGER4|ABCC8|PTAFR|TLR3|CD209B|CYP2J6|OAS1G|TYROBP|OAS1E|SPHK2|PYCARD|CCL3|CLEC4B1|MC1R|CLEC4A2|ARFGEF2|STAT3|TRIM30A|SELENOS|LILRA5|TREX1|CCL19|PTPN6|FOXP3|LEP|SASH3|GAS6|CD36|C5AR2|CX3CL1|MMP8|IL12B|FOXP1|CCR5|TNFAIP3|IFNG|CLEC7A|HSPB1|ARRB2|TIRAP|SPN|BCL3|CD34|IL1A|SLAMF1|AGER|MYD88|MAPKAPK2|FADD|MIF|WNT5A|CCL4|OAS1D|ARG2|PLCG2|TSPO|IRAK3|ANGPT1|PTPN11|TMEM106A|GHRL|TNFRSF1A|HMGB1|SELENOK|FZD5|CLEC4A3|UBE2J1|RIPK1|TLR1|TLR9|SYK|HSF1|OAS1C|TICAM1|OAS1H|TWIST1|SIRPA|CCR7|CLEC4A1|NOD1|NLRC3|GSTP2|GPR18|LPL|TRIM27|AKAP8|AKAP12|APP|BPI|ADIPOQ|GPNMB|NCL|TLR4|IFNGR1|POMC|ARID5A|CCL2|CD47|PIK3R1|TREM2|THBS1|SYT11|FCER1G|IL10|TBC1D23|SETD4|ACP5|CLEC4A4|ZBTB20|RIPK2|LRRK2|FRMD8|CLU|LY96|CX3CR1|JAK2|CD33|NFATC4|IFIH1|ZC3H12A","regulation of tumor necrosis factor production","176","ENR","GO:0032680","1.0","4.57414855024021E-8","GO:0032680","false","GO:0032680"
"4","0.999998607128555",,"6.35527106759359E-5",,"IFITM2|CACTIN|MMP12|SHMT2|PTPN2|MYD88|GM21970|ZBP1|IFIT1BL2|CDC37|USP18|FADD|OAS3|IKBKE|IFITM7|TBK1|OAS2|DCST1|WNT5A|OAS1D|LSM14A|NLRC5|SAMHD1|STAT1|MAVS|MUL1|IFNAR1|SP100|SETD2|IFI27|SMPD1|CNOT7|SHFL|OAS1C|OAS1H|TRIM6|OAS1A|OAS1F|METTL3|IFNB1|TTLL12|IFNAR2|YTHDF2|MX2|IFITM1|IFITM3|YTHDF3|OAS1G|OAS1E|GM45717|ADAR|CH25H|IFNA1|HSP90AB1|TREX1|ISG15|IRF7|IRAK1|UBE2K|IRF3|STAT2|IFITM6|IFIT1BL1","response to type I interferon","63","ENR","GO:0034340","1.0","1.39287144497779E-6","GO:0034340","false","GO:0034340"
"13","0.9999999999931974",,"1.52605109802807E-9",,"IFITM2|TNF|ACTG1|H2-AB1|CCL20|DAPK3|PTPN2|HPX|UBD|NOS2|IRF1|IRF8|IFITM7|XCL1|OTOP1|TLR2|DAPK1|NLRC5|TRP53|ARG1|CITED1|CXCL16|ACTR2|SP100|CALCOCO2|CDC42EP4|FLNB|MYO1C|STXBP2|IL23R|ADAMTS13|RPS6KB1|CD40|STX8|MRC1|RAB7B|PDE12|CDC42EP2|VIM|BST2|STAR|CASP1|RAB12|ACTR3|TLR3|WAS|FASL|CCL3|STXBP3|SOCS1|STXBP1|CCL26|CCL19|EPRS|GBP5|STX4A|GM13304|EDN1|KYNU|RAB43|CCL24|KIF16B|TGTP2|VAMP3|CX3CL1|TGTP1|CCL22|IL12B|GBP3|CCL17|MIR511|DNAJA3|GBP2|GBP9|IFNG|CDC42|GBP8|H2-Q7|CCL8|GBP7|CCL21D|ZYX|CCL21A|CCL21B|GAPDH|GM10591|IRGM2|GM43302|GBP11|GBP6|GCH1|GBP10|RPL13A|IRGM1|CDC37|PARP14|WNT5A|CCL6|CCL4|CCL9|RAB20|VPS26B|H2-AA|IGTP|CYP27B1|SYNCRIP|STAT1|KIF5B|ASS1|MYC|CCL5|CCL11|CCL1|CCL7|CLDN1|AIF1|SHFL|STXBP4|SNCA|SIRPA|GSN|AQP4|VAMP4|IFITM1|TLR4|IFITM3|GM45717|CCL25|TXK|CCL2|CD47|EVL|SLC26A6|NMI|MEFV|RAB11FIP5|MYO18A|CIITA|CCL12|HSP90AB1|IL12RB1|SLC30A8|PARP9|CD74|JAK2|MED1|TRIM21|SLC11A1|IFITM6|GBP4","response to interferon-gamma","150","ENR","GO:0034341","1.0","6.80260519180419E-12","GO:0034341","false","GO:0034341"
